"","V1","V2","V3","lat","lon"
"6893","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"6894","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"6895","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6896","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6897","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6898","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6899","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6900","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6901","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6902","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6903","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6904","Hyatt","Shift Engineer","Arlington, VA",37.283482,-77.294978
"6905","Alion Science and Technology","Systems Engineer Asc","Norfolk, VA ",36.895911,-76.208521
"6906","Arevo Group","Manufacturing Engineer","Salem, VA",36.789593,-76.124657
"6907","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"6908","DYSS","Presales Systems Engineer","Virginia Beach, VA",36.844004,-76.12036
"6909","National Aeronautics and Space Administration","NASA's Pathways Intern Employment Program (Mathematics and S...","Hampton, VA",37.072658,-76.38992
"6910","comScore","Systems Engineer","Reston, VA",38.96146,-77.3418
"6911","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6912","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"6913","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6914","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6915","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6916","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6917","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6918","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6919","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"6920","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"6921","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"6922","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6923","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"6924","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6925","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6926","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6927","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6928","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"6929","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6930","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6931","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6932","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6933","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6934","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6935","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6936","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"6937","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6938","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"6939","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"6940","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6941","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6942","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6943","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6944","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6945","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6946","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6947","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6948","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6949","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"6950","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"6951","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6952","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6953","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6954","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"6955","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"6956","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"6957","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6958","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"6959","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6960","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6961","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6962","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6963","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6964","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"6965","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"6966","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"6967","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"6968","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"6969","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"6970","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6971","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"6972","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"6973","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"6974","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6975","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6976","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6977","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6978","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6979","TE Connectivity","Mechanical Design Engineer Position","Hampton, VA",37.072658,-76.38992
"6980","RGS","Project Coordinator/Issue Specialists","Reston, VA",38.96146,-77.3418
"6981","Lockheed Martin","Senior Test Engineer","Fort Belvoir, VA",38.714562,-77.167886
"6982","Zachary Piper, LLC","Information Assurance Engineer","Arlington, VA",37.283482,-77.294978
"6983","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
"6984","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"6985","Delta Airport Consultants, Inc.","Electrical Engineer","Richmond, VA ",37.586772,-77.574165
"6986","Busch LLC","Applications Engineer","Virginia Beach, VA  ",36.844004,-76.12036
"6987","HunterLab, Inc.","Electronics Engineer","Reston, VA",38.96146,-77.3418
"6988","NJVC, LLC","Microsoft Engineer Specialist","Dulles, VA",39.002125,-77.442066
"6989","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"6990","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"6991","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"6992","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"6993","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"6994","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"6995","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"6996","ABB","Mechanical Designer","South Boston, VA",36.679767,-78.952947
"6997","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"6998","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"6999","Amazon Corporate LLC","Systems Engineer","Herndon, VA",38.983887,-77.367457
"7000","ENSCO, Inc.","Field Service Engineer","Springfield, VA ",38.704562,-78.446119
"7001","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"7002","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"7003","Dewberry","Interns: Civil Engineer (Water Resources/Environmental)","Fairfax, VA ",38.83469,-77.27622
"7004","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"7005","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"7006","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"7007","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"7008","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"7009","T3W Business Solutions, Inc.","ENGINEER-VIDEO OVER IP","Fairfax, VA",38.83469,-77.27622
"7010","SAIC","Airborne Electronic Warfare (EW) Engineer Job","Chantilly, VA ",38.88668,-77.44566
"7011","SAIC","Systems Engineer Principal Job","McLean, VA",38.935202,-77.18672
"7012","Alion Science and Technology","F-35 Systems Engineer (Flight Sciences Test Support)","Crystal City, VA",36.856513,-78.91449
"7013","Dept of Transportation","Assistant Resident Engineer â?? Land Use (Lebanon Residency)","Russell, VA",37.082611,-81.997072
"7014","George Mason University","Term Instructor, Assistant, Associate Professor - Mechanical...","Fairfax County, VA",38.740054,-77.189796
"7015","CMAC","Project Manager - Concrete Construction","Reston, VA",38.96146,-77.3418
"7016","ASET Partners","Senior ESB Engineer","Alexandria, VA  ",38.80484,-77.04692
"7017","BAE Systems","Systems Engineer","Dulles, VA",39.002125,-77.442066
"7018","Allen Corporation of America, Inc.","Field Service VOIP Engineer","Virginia",NA,NA
"7019","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"7020","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"7021","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"7022","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"7023","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"7024","T3W Business Solutions, Inc.","ENGINEER-VIDEO OVER IP","Fairfax, VA",38.83469,-77.27622
"7025","SAIC","Airborne Electronic Warfare (EW) Engineer Job","Chantilly, VA ",38.88668,-77.44566
"7026","SAIC","Systems Engineer Principal Job","McLean, VA",38.935202,-77.18672
"7027","Alion Science and Technology","F-35 Systems Engineer (Flight Sciences Test Support)","Crystal City, VA",36.856513,-78.91449
"7028","Dept of Transportation","Assistant Resident Engineer â?? Land Use (Lebanon Residency)","Russell, VA",37.082611,-81.997072
"7029","George Mason University","Term Instructor, Assistant, Associate Professor - Mechanical...","Fairfax County, VA",38.740054,-77.189796
"7030","CMAC","Project Manager - Concrete Construction","Reston, VA",38.96146,-77.3418
"7031","ASET Partners","Senior ESB Engineer","Alexandria, VA  ",38.80484,-77.04692
"7032","BAE Systems","Systems Engineer","Dulles, VA",39.002125,-77.442066
"7033","Allen Corporation of America, Inc.","Field Service VOIP Engineer","Virginia",NA,NA
"7034","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"7035","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"7036","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"7037","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"7038","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"7039","DECISIVE ANALYTICS Corporation","Senior Manufacturing Engineer","Alexandria, VA",38.80484,-77.04692
"7040","HunterLab, Inc.","Electronics Engineer","Reston, VA",38.96146,-77.3418
"7041","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"7042","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"7043","FS-ISAC, Inc.","Systems Engineer","Reston, VA",38.96146,-77.3418
"7044","Orbital ATK","Manufacturing Process Engineer Job","Radford, VA",37.119732,-80.556541
"7045","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"7046","ALEX-Alternative Experts LLC","Systems Engineer with Security Clearance","Dahlgren, VA",38.326218,-77.039825
"7047","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"7048","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
"7049","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"7050","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"7051","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"7052","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"7053","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"7054","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"7055","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"7056","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"7057","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"7058","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"7059","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"7060","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"7061","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"7062","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"7063","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"7064","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"7065","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"7066","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"7067","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"7068","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"7069","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
