"","V1","V2","V3","lat","lon"
"12071","RadiantBlue Technologies, Inc.","Systems Analyst I","Chantilly, VA",38.88668,-77.44566
"12072","Dept of Behavioral Health & Developmental Sv","Center of Excellence Program Coordinator","Richmond, VA",37.626617,-77.492834
"12073","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12074","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12075","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12076","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12077","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12078","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"12079","Goldbelt, Inc.","DATA ENTRY OPERATOR II","Newport News, VA",37.058296,-76.463471
"12080","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"12081","McGuireWoods LLP","Technical Operations Center Analyst","Richmond, VA",37.626617,-77.492834
"12082","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"12083","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"12084","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"12085","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"12086","Dept of Behavioral Health & Developmental Sv","Center of Excellence Program Coordinator","Richmond, VA",37.626617,-77.492834
"12087","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
"12088","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12089","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12090","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12091","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12092","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12093","Riverside Health System","Financial Analyst","Virginia",NA,NA
"12094","Liebherr Mining Equipment Newport News Co.","Market Analyst","Newport News, VA",37.058296,-76.463471
"12095","American College of Radiology","Membership Database Specialist","Reston, VA ",38.96146,-77.3418
"12096","TechnoGen Inc","Netezza Database Administrator","Herndon, VA",38.983887,-77.367457
"12097","Sotera Defense Solutions, Inc.","Database Administrator","Herndon, VA ",38.983887,-77.367457
"12098","Dynamis","Administrative Clerk (TSA/CRL)","Arlington, VA  ",37.283482,-77.294978
"12099","Tanager, Inc.","Incident Response Analyst V","Arlington, VA",37.283482,-77.294978
"12100","George Mason University","Human Resources Analyst I - Benefits Administrator","Fairfax, VA",38.83469,-77.27622
"12101","GBP Financial Solutions","PR0015SA - Technical Data Analyst - Chester, VA - 03/15/2016","Chester, VA",37.320744,-77.454311
"12102","Integrated Data Services","Business Analyst","Arlington, VA",37.283482,-77.294978
"12103","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12104","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12105","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12106","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12107","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12108","Smart Media Group","Research Analyst","Alexandria, VA  ",38.80484,-77.04692
"12109","SAVA","Administrative Assistant (Able to obtain a Secret clearance)","Springfield, VA",38.704562,-78.446119
"12110","Richmond Public Schools","Preschool Intake General Education Teacher","Richmond, VA",37.626617,-77.492834
"12111","Aderas","Healthcare EHR Business Analyst","Vienna, VA ",38.897361,-77.253749
"12112","AECOM","Documentation Specialist 2","Norfolk, VA",36.895911,-76.208521
"12113","Capital One","Sr. Data Analyst","Richmond, VA",37.626617,-77.492834
"12114","Commonwealth Computer Research, Inc.","Technical Writer","Charlottesville, VA  ",38.087663,-78.556765
"12115","Cyveillance, Inc.","Cyber Intelligence Analyst","Reston, VA ",38.96146,-77.3418
"12116","CENTRA Technology Inc.","Research Analyst","Arlington, VA",37.283482,-77.294978
"12117","QVine Corporation","Systems Analyst","Reston, VA ",38.96146,-77.3418
"12118","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12119","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12120","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12121","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12122","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12123","Richmond Public Schools","Office Associate II","Richmond, VA",37.626617,-77.492834
"12124","George Mason University","Research Assistant Professor/Research Associate Professor, N...","Fairfax, VA",38.83469,-77.27622
"12125","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"12126","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"12127","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"12128","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"12129","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"12130","RadiantBlue Technologies, Inc.","Systems Analyst I","Chantilly, VA",38.88668,-77.44566
"12131","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"12132","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
"12133","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12134","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12135","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12136","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12137","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12138","E3 Federal Solutions, LLC","Project Analyst DODP1","Virginia",NA,NA
"12139","Department of Defense","GEOINT Analyst (Imagery Intelligence)","McLean, VA",38.935202,-77.18672
"12140","Edelman Financial","Retirement Plans Analyst","Alexandria, VA ",38.80484,-77.04692
"12141","redtoo","Technical/Data Analyst for ITPM","Chester, VA ",37.320744,-77.454311
"12142","S2 Analytical Solutions","Cost Estimator/Analyst","Lorton, VA ",38.692865,-77.204031
"12143","The Tauri Group","Senior Data Analyst","Alexandria, VA",38.80484,-77.04692
"12144","Booz Allen Hamilton","Data Ingest & ETL Specialist, Senior","Chantilly, VA ",38.88668,-77.44566
"12145","VIcom - Virginia Integrated Communication","Account Executive - Security, Voice, and Data","Richmond, VA",37.626617,-77.492834
"12146","Arena Technologies","Resource Analyst","Chantilly, VA",38.88668,-77.44566
"12147","General Dynamics Information Technology","Data Entry Specialist","McLean, VA ",38.935202,-77.18672
"12148","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12149","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12150","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12151","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12152","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12153","University of Virginia Health System","Epilepsy Monitoring Unit Monitor Technician 6 Central (wage...","Charlottesville, VA",38.087663,-78.556765
"12154","Nationwide IT Services, Inc.","Database Analyst","Alexandria, VA",38.80484,-77.04692
"12155","Pathways","Billing Coordinator","Fredericksburg, VA",38.313488,-77.403848
"12156","Capital One","Sr. Data Analyst","Richmond, VA",37.626617,-77.492834
"12157","Information Innovators Inc.","Business Development Analyst","Springfield, VA",38.704562,-78.446119
"12158","Applied Memetics LLC","Functional Analyst, Junior","Fairfax, VA",38.83469,-77.27622
"12159","AECOM","Documentation Specialist 2","Norfolk, VA",36.895911,-76.208521
"12160","IPT Associates","Junior Analyst","Falls Church, VA ",38.862044,-77.154372
"12161","CACI International Inc","DSS - QUALITY ASSURANCE SPECIALIST - INTERMEDIATE Job","Quantico, VA",38.52602,-77.322803
"12162","Dollar Tree","IMPORT LOGISTICS ANALYST","Chesapeake, VA  ",36.749991,-76.218759
"12163","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12164","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12165","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12166","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12167","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12168","Richmond Public Schools","Office Associate II","Richmond, VA",37.626617,-77.492834
"12169","George Mason University","Research Assistant Professor/Research Associate Professor, N...","Fairfax, VA",38.83469,-77.27622
"12170","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"12171","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"12172","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"12173","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"12174","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"12175","RadiantBlue Technologies, Inc.","Systems Analyst I","Chantilly, VA",38.88668,-77.44566
"12176","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"12177","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
"12178","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12179","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12180","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12181","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12182","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12183","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"12184","Goldbelt, Inc.","DATA ENTRY OPERATOR II","Newport News, VA",37.058296,-76.463471
"12185","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"12186","McGuireWoods LLP","Technical Operations Center Analyst","Richmond, VA",37.626617,-77.492834
"12187","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"12188","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"12189","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"12190","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"12191","Dept of Behavioral Health & Developmental Sv","Center of Excellence Program Coordinator","Richmond, VA",37.626617,-77.492834
"12192","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
"12193","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12194","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12195","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12196","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12197","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12198","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"12199","Goldbelt, Inc.","DATA ENTRY OPERATOR II","Newport News, VA",37.058296,-76.463471
"12200","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"12201","McGuireWoods LLP","Technical Operations Center Analyst","Richmond, VA",37.626617,-77.492834
"12202","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"12203","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"12204","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"12205","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"12206","RadiantBlue Technologies, Inc.","Systems Analyst I","Chantilly, VA",38.88668,-77.44566
"12207","Dept of Behavioral Health & Developmental Sv","Center of Excellence Program Coordinator","Richmond, VA",37.626617,-77.492834
"12208","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"12209","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"12210","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"12211","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"12212","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"12213","Richmond Public Schools","Office Associate II","Richmond, VA",37.626617,-77.492834
"12214","George Mason University","Research Assistant Professor/Research Associate Professor, N...","Fairfax, VA",38.83469,-77.27622
"12215","ProActive Technologies Inc.","Data Entry Operator II","Quantico, VA",38.52602,-77.322803
"12216","ALQIMI","Systems/Software Analyst I","Springfield, VA",38.704562,-78.446119
"12217","Grant Thornton","Health Systems Analyst","Alexandria, VA  ",38.80484,-77.04692
"12218","Capital One","Data Warehouse and Reporting Technical Specialist","Richmond, VA",37.626617,-77.492834
"12219","Booz Allen Hamilton","Business Systems Analyst, Junior","Herndon, VA",38.983887,-77.367457
"12220","RadiantBlue Technologies, Inc.","Systems Analyst I","Chantilly, VA",38.88668,-77.44566
"12221","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"12222","General Dynamics - Information Technology","Network Analyst/Systems Administrator II - TS/SCI - Ft. Belv...","Fort Belvoir, VA",38.714562,-77.167886
